編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
RPWNMLLKJHNFFEH58CA,2,94.76,住家用,鋼筋混凝土造,105年4月5日,十一層,九層
RPWNMLLKJHNFFEH58CA,2,52.84,共有部份,鋼筋混凝土造,105年4月5日,十二層,
RPWNMLLKJHNFFEH58CA,2,26.32,共有部份,鋼筋混凝土造,105年4月5日,十一層,
RPOOMLRKJHNFFFH58CA,6,127.80,住家用,鋼筋混凝土造,101年5月7日,十一層,四層
RPOOMLRKJHNFFFH58CA,6,22.89,見其他登記事項,鋼筋混凝土造,101年5月7日,十一層,
RPOOMLRKJHNFFFH58CA,6,58.30,見其他登記事項,鋼筋混凝土造,101年5月7日,十一層,
RPPOMLSJJHNFFDH48CA,23,94.67,住家用,鋼筋混凝土造,84年3月24日,十層,八層
RPPOMLSJJHNFFDH48CA,23,36.19,共同使用部份,鋼筋混凝土造,84年3月24日,十層,
RPPOMLSJJHNFFDH48CA,23,10.87,共同使用部份,鋼筋混凝土造,84年3月24日,十層,
RPOOMLKKJHNFFEH77CA,2,95.01,住家用,鋼筋混凝土造,105年1月25日,十一層,七層
RPOOMLKKJHNFFEH77CA,2,51.86,共有部份,鋼筋混凝土造,105年1月25日,十一層,
RPOOMLKKJHNFFEH77CA,2,19.13,共有部份,鋼筋混凝土造,105年1月25日,十一層,
RPXNMLNLJHNFFFH09CA,3,71.94,住家用,鋼筋混凝土造,103年11月1日,十三層,九層
RPXNMLNLJHNFFFH09CA,3,3.56,見其他登記事項,鋼筋混凝土造,103年11月1日,十三層,
RPXNMLNLJHNFFFH09CA,3,39.42,見其他登記事項,鋼筋混凝土造,103年11月1日,十三層,
RPXNMLNLJHNFFFH09CA,3,15.46,見其他登記事項,鋼筋混凝土造,103年11月1日,十三層,
RPOPMLRLKHNFFDH68CA,,245.28,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPOPMLRLKHNFFDH68CA,,.16,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPRPMLRLKHNFFDH98CA,,99.09,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPRPMLRLKHNFFDH98CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPRPMLRLKHNFFDH98CA,,99.09,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPRPMLRLKHNFFDH98CA,,.08,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPUPMLRLKHNFFDH66CA,,198.18,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPUPMLRLKHNFFDH66CA,,.16,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPQNMLSJJHNFFAH18CA,22,113.82,住家用,鋼筋混凝土造,85年6月13日,十二層,八層
RPQNMLSJJHNFFAH18CA,22,12.01,共有部份,鋼筋混凝土造,85年6月13日,十二層,
RPQNMLSJJHNFFAH18CA,22,44.58,共有部份,鋼筋混凝土造,85年6月13日,十二層,
RPQNMLPJJHNFFAH87CA,24,61.03,見其他登記事項,鋼筋混凝土造,82年12月28日,九層,一層 騎樓
RPQNMLPJJHNFFAH87CA,24,25.89,共有部份,鋼筋混凝土造,82年12月28日,九層,
RPQNMLPKJHNFFDH28CA,19,201.41,住家用,鋼筋混凝土造,87年7月3日,四層,一層 二層 三層 四層 夾層
RPPNMLPKJHNFFDH18CA,1,278.26,見其他登記事項,鋼筋混凝土造,105年6月7日,四層,一層 二層 三層 四層 見其他登記事項
RPOPMLMKJHNFFDH97CA,28,124.39,住家用,鋼筋混凝土造,78年9月2日,二層,一層 二層
RPUNMLQJJHNFFAH38CA,22,85.82,住家用,鋼筋混凝土造,85年4月12日,十三層,七層
RPUNMLQJJHNFFAH38CA,22,10.30,共有部份,鋼筋混凝土造,85年4月12日,十三層,
RPUNMLQJJHNFFAH38CA,22,8.90,共有部份,鋼筋混凝土造,85年4月12日,十三層,
RPPNMLTLJHNFFEH78CA,2,65.73,住家用,鋼筋混凝土造,105年4月28日,十一層,七層
RPPNMLTLJHNFFEH78CA,2,66.64,共有部份,鋼筋混凝土造,105年4月28日,十一層,
RPPPMLPKJHNFFAH08CA,20,116.36,住家用,鋼筋混凝土造,86年9月3日,十六層,七層
RPPPMLPKJHNFFAH08CA,20,34.18,共有部份,鋼筋混凝土造,86年9月3日,十六層,
RPPPMLPKJHNFFAH08CA,20,35.12,共有部份,鋼筋混凝土造,86年9月3日,十六層,
RPOOMLSKJHNFFAH18CA,13,77.86,住家用,鋼筋混凝土造,93年7月23日,十二層,十二層
RPOOMLSKJHNFFAH18CA,13,14.86,共有部份,鋼筋混凝土造,93年7月23日,十二層,
RPOOMLSKJHNFFAH18CA,13,10.30,共有部份,鋼筋混凝土造,93年7月23日,十二層,
RPOOMLSKJHNFFAH18CA,13,.03,見其他登記事項,鋼筋混凝土造,93年7月23日,十二層,一層
RPOOMLSKJHNFFAH18CA,13,27.34,共有部份,鋼筋混凝土造,93年7月23日,十二層,
RPRPMLLMJHNFFAH08CA,8,82.21,商業用,鋼筋混凝土造,98年10月5日,十三層,一層
RPRPMLLMJHNFFAH08CA,8,23.63,見其他登記事項,鋼筋混凝土造,98年10月5日,十三層,
RPRPMLLMJHNFFAH08CA,8,19.34,見其他登記事項,鋼筋混凝土造,98年10月5日,十三層,
RPRNMLMKJHNFFAH77CA,44,179.07,見其他登記事項,加強磚造,62年8月30日,三層,一層 二層 三層 騎樓
RPVOMLPJJHNFFAH48CA,13,9.24,共有部份,鋼筋混凝土造,93年7月6日,七層,
RPVOMLPJJHNFFAH48CA,13,45.12,住家用,鋼筋混凝土造,93年7月6日,七層,三層
RPVOMLPJJHNFFAH48CA,13,45.12,住家用,鋼筋混凝土造,93年7月6日,七層,三層
RPVOMLPJJHNFFAH48CA,13,13.92,共有部份,鋼筋混凝土造,93年7月6日,七層,
RPVOMLPJJHNFFAH48CA,13,9.24,共有部份,鋼筋混凝土造,93年7月6日,七層,
RPVOMLPJJHNFFAH48CA,13,13.92,共有部份,鋼筋混凝土造,93年7月6日,七層,
RPQQMLQLJHNFFAH48CA,22,71.33,住家用,鋼筋混凝土造,84年12月14日,八層,八層
RPQQMLQLJHNFFAH48CA,22,10.98,共有部份,鋼筋混凝土造,84年12月14日,八層,
RPQQMLQLJHNFFAH48CA,22,39.49,共有部份,鋼筋混凝土造,84年12月14日,八層,
RPSQMLQLJHNFFAH68CA,23,130.08,住家用,鋼筋混凝土造,84年4月19日,十七層,十一層
RPSQMLQLJHNFFAH68CA,23,23.65,共有部份,鋼筋混凝土造,84年4月19日,二十層,
RPSQMLQLJHNFFAH68CA,23,5.45,共有部份,鋼筋混凝土造,84年4月19日,十七層,
RPSQMLQLJHNFFAH68CA,23,30.84,見其他登記事項,鋼筋混凝土造,84年4月19日,二十層,地下三層
RPVOMLLMJHNFFBH48CA,3,154.71,見其他登記事項,鋼筋混凝土造,104年3月10日,二十層,八層
RPVOMLLMJHNFFBH48CA,3,96.58,見其他登記事項,鋼筋混凝土造,104年3月10日,二十層,
RPUNMLTLJHNFFAH88CA,5,85.85,見其他登記事項,鋼筋混凝土造,101年6月18日,十層,七層
RPUNMLTLJHNFFAH88CA,5,16.99,見其他登記事項,鋼筋混凝土造,101年6月18日,十層,
RPUNMLTLJHNFFAH88CA,5,44.52,見其他登記事項,鋼筋混凝土造,101年6月18日,十一層,
RPWPMLKMJHNFFAH48CA,23,85.06,住家用,鋼筋混凝土造,83年10月5日,十七層,十一層
RPWPMLKMJHNFFAH48CA,23,2.70,共有部份,鋼筋混凝土造,83年10月5日,十七層,
RPWPMLKMJHNFFAH48CA,23,13.80,共有部份,鋼筋混凝土造,83年10月5日,十七層,
RPQPMLRLKHNFFDH88CA,,201.91,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPQPMLRLKHNFFDH88CA,,.16,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPTPMLRLKHNFFDH56CA,,198.18,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPTPMLRLKHNFFDH56CA,,.16,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPOPMLLJKHNFFBH67CA,2,122.31,見其他登記事項,鋼筋混凝土造,105年3月21日,十二層,五層
RPOPMLLJKHNFFBH67CA,2,30.46,見其他登記事項,鋼筋混凝土造,105年3月21日,十二層,
RPOPMLLJKHNFFBH67CA,2,90.72,見其他登記事項,鋼筋混凝土造,105年3月21日,十二層,
RPSPMLRLKHNFFDH09CA,,198.18,見其他登記事項,鋼筋混凝土造,106年10月23日,四層,一層 二層 三層 四層
RPSPMLRLKHNFFDH09CA,,.16,見其他登記事項,鋼筋混凝土造,106年10月23日,一層,
RPPOMLTLJHNFFBH58CA,15,125.30,住家用,鋼筋混凝土造,91年9月20日,十三層,八層
RPPOMLTLJHNFFBH58CA,15,27.46,共有部分,鋼筋混凝土造,91年9月20日,十三層,
RPPOMLTLJHNFFBH58CA,15,52.66,共有部分,鋼筋混凝土造,91年9月20日,十三層,
RPSRMLQKJHNFFBH78CA,18,106.90,住家用,鋼筋混凝土造,89年5月29日,八層,八層
RPSRMLQKJHNFFBH78CA,18,19.91,共有部分,鋼筋混凝土造,89年5月29日,八層,
RPSRMLQKJHNFFBH78CA,18,11.11,共有部分,鋼筋混凝土造,89年5月29日,八層,
RPWPMLQKJHNFFBH98CA,33,38.56,住家用,加強磚造,71年6月1日,二層,一層 二層
RPPQMLSKJHNFFBH58CA,13,40.44,住家用,鋼筋混凝土造,94年3月1日,十四層,十三層
RPPQMLSKJHNFFBH58CA,13,5.58,共有部分,鋼筋混凝土造,94年3月1日,十四層,
RPPQMLSKJHNFFBH58CA,13,7.86,共有部分,鋼筋混凝土造,94年3月1日,十四層,
RPPQMLSKJHNFFBH58CA,13,.17,共有部分,鋼筋混凝土造,94年3月1日,十四層,
RPQNMLPLJHNFFBH18CA,1,68.41,見其他登記事項,鋼筋混凝土造,106年5月19日,十五層,七層
RPQNMLPLJHNFFBH18CA,1,71.00,見其他登記事項,鋼筋混凝土造,106年5月19日,十五層,
RPTPQLTLJHNFFBH86CA,24,100.40,住家用,鋼筋混凝土造,82年12月24日,五層,三層
RPTPQLTLJHNFFBH86CA,24,4.34,共有部分,鋼筋混凝土造,82年12月24日,五層,
RPTPQLTLJHNFFBH86CA,24,18.26,共有部分,鋼筋混凝土造,82年12月24日,五層,
RPXQMLPLJHNFFBH56CA,,44.86,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,一層
RPXQMLPLJHNFFBH56CA,,8.14,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPXQMLPLJHNFFBH56CA,,8.43,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPUQMLPLJHNFFBH88CA,,45.06,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,一層
RPUQMLPLJHNFFBH88CA,,8.19,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPUQMLPLJHNFFBH88CA,,10.11,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPUOMLOLJHNFFBH58CA,23,105.81,住家用,鋼筋混凝土造,84年5月18日,九層,三層
RPUOMLOLJHNFFBH58CA,23,1.82,共有部分,鋼筋混凝土造,84年5月18日,九層,
RPUOMLOLJHNFFBH58CA,23,4.97,共有部分,鋼筋混凝土造,84年5月18日,九層,
RPUOMLOLJHNFFBH58CA,23,21.98,共有部分,鋼筋混凝土造,84年5月18日,九層,
RPTQMLPLJHNFFBH78CA,,58.61,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,一層
RPVQMLPLJHNFFBH98CA,,45.84,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,一層
RPVQMLPLJHNFFBH98CA,,8.19,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPVQMLPLJHNFFBH98CA,,10.12,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPTQMLPLJHNFFBH78CA,,42.26,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPTQMLPLJHNFFBH78CA,,11.69,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPWQMLPLJHNFFBH09CA,,60.74,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,一層
RPWQMLPLJHNFFBH09CA,,43.63,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPWQMLPLJHNFFBH09CA,,13.93,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPORMLPLJHNFFBH38CA,,74.54,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,三層
RPORMLPLJHNFFBH38CA,,48.27,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPORMLPLJHNFFBH38CA,,18.53,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPRNMLQJJHNFFBH18CA,13,79.16,住家用,鋼筋混凝土造,93年12月30日,十四層,九層
RPRNMLQJJHNFFBH18CA,13,14.19,共有部分,鋼筋混凝土造,93年12月30日,十四層,
RPRNMLQJJHNFFBH18CA,13,9.14,共有部分,鋼筋混凝土造,93年12月30日,十四層,
RPVOMLSJJHNFFBH88CA,23,14.68,住家用,鋼筋混凝土造,84年1月21日,十層,八層
RPVOMLSJJHNFFBH88CA,23,5.56,共有部分,鋼筋混凝土造,84年1月21日,十層,
RPSRMLPLJHNFFBH78CA,,76.68,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,六層
RPSRMLPLJHNFFBH78CA,,48.48,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPSRMLPLJHNFFBH78CA,,19.58,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPROMLPJJHNFFBH18CA,34,106.00,住家用,加強磚造,72年8月20日,二層,一層 二層 騎樓
RPOQMLSJJHNFFBH38CA,25,4.30,共有部分,鋼筋混凝土造,81年12月8日,五層,
RPOQMLSJJHNFFBH38CA,25,30.53,見其他登記事項,鋼筋混凝土造,81年12月8日,五層,地下層
RPOQMLSJJHNFFBH38CA,25,68.26,住家用,鋼筋混凝土造,81年12月8日,五層,四層
RPPRMLPLJHNFFBH48CA,,87.21,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,十四層
RPPRMLPLJHNFFBH48CA,,50.56,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPPRMLPLJHNFFBH48CA,,18.38,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPRRMLPLJHNFFBH68CA,,59.86,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,五層
RPRRMLPLJHNFFBH68CA,,12.50,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPRRMLPLJHNFFBH68CA,,15.14,見其他登記事項,鋼筋混凝土造,106年9月20日,十五層,
RPSNMLTJJHNFFBH58CA,1,68.72,見其他登記事項,鋼筋混凝土造,105年10月3日,十五層,十層
RPSNMLTJJHNFFBH58CA,1,65.69,見其他登記事項,鋼筋混凝土造,105年10月3日,十五層,
RPXQMLTJJHNFFBH76CA,22,22.91,住家用,鋼筋混凝土造,84年9月23日,七層,六層
RPXQMLTJJHNFFBH76CA,22,14.91,共有部分,鋼筋混凝土造,84年9月23日,七層,
RPROMLLKJHNFFBH87CA,35,65.86,見其他登記事項,鋼筋混凝土造,71年11月10日,五層,一層 騎樓
RPOPMLPJJHNFFCH08CA,21,92.92,農舍,加強磚造,85年11月4日,二層,一層 二層 屋頂突出物
RPQNMLRJJHNFFCH28CA,21,209.23,住家用,鋼筋混凝土造,85年5月29日,四層,一層 二層 三層 四層 屋頂突出物 地下層
RPQNMLRJJHNFFCH28CA,21,11.86,共有部份,鋼筋混凝土造,85年5月29日,四層,
RPQPMLKKJHNFFBH77CA,27,239.85,見其他登記事項,鋼筋混凝土造,79年9月25日,四層,一層 二層 三層 四層 夾層 地下層
RPSOMLSKJHNFFCH78CA,27,202.64,住家用,鋼筋混凝土造,79年7月21日,四層,一層 二層 三層 四層 屋頂突出物
RPROMLTKJHNFFCH78CA,,193.15,見其他登記事項,鋼筋混凝土造,106年7月11日,三層,一層 二層 三層 見其他登記事項
RPROMLTKJHNFFCH78CA,,.01,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPROMLTKJHNFFCH78CA,,.30,見其他登記事項,鋼筋混凝土造,106年7月11日,一層,
RPPOMLTKJHNFFCH58CA,,75.57,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,十三層
RPPOMLTKJHNFFCH58CA,,13.76,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPPOMLTKJHNFFCH58CA,,44.78,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPOOMLTKJHNFFCH48CA,,72.43,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,三層
RPOOMLTKJHNFFCH48CA,,13.22,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPOOMLTKJHNFFCH48CA,,43.90,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPUOMLTJJHNFFCH98CA,18,226.47,見其他登記事項,鋼筋混凝土造,88年6月5日,三層,一層 二層 三層 屋頂突出物 地下層
RPUOMLTJJHNFFCH98CA,18,.97,見其他登記事項,鋼筋混凝土造,88年6月5日,三層,
RPUSMLKKJHNFFBH48CA,36,98.29,住家用,鋼筋混凝土造,70年8月24日,四層,四層
RPPTMLTJJHNFFBH88CA,2,79.83,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,十一層
RPPTMLTJJHNFFBH88CA,2,65.02,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,
RPXNMLKMJHNFFCH58CA,38,92.58,住家用,鋼筋混凝土造,69年1月20日,二層,一層 二層 騎樓
RPWNMLSKJHNFFCH09CA,2,528.51,見其他登記事項,鋼筋混凝土造,104年9月3日,三層,一層 二層 三層
RPWNMLMJKHNFFCH48CA,19,268.66,見其他登記事項,鋼筋混凝土造,88年3月29日,三層,一層 二層 三層 屋頂突出物 地下一層
RPUNMLLJKHNFFCH18CA,23,65.05,住家用,鋼筋混凝土造,84年5月6日,七層,七層
RPUNMLLJKHNFFCH18CA,23,6.77,見其他登記事項,鋼筋混凝土造,84年5月6日,七層,
RPUNMLLJKHNFFCH18CA,23,1.28,見其他登記事項,鋼筋混凝土造,84年5月6日,七層,
RPQOMLTJJHNFFCH58CA,12,18.20,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,八層 見其他登記事項
RPQOMLTJJHNFFCH58CA,12,2.57,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,18.20,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,八層 見其他登記事項
RPQOMLTJJHNFFCH58CA,12,2.49,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,2.20,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,地下一層
RPQOMLTJJHNFFCH58CA,12,2.57,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,2.20,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,地下一層
RPQOMLTJJHNFFCH58CA,12,.40,商業用,鋼筋混凝土造,95年4月10日,十層,一層
RPQOMLTJJHNFFCH58CA,12,2.49,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,.40,商業用,鋼筋混凝土造,95年4月10日,十層,一層
RPQOMLTJJHNFFCH58CA,12,.31,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,1.06,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,.31,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,1.06,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,.06,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPQOMLTJJHNFFCH58CA,12,.06,見其他登記事項,鋼筋混凝土造,95年4月10日,十層,
RPROMLLJKHNFFCH97CA,20,33.60,住家用,鋼筋混凝土造,87年4月7日,十四層,六層
RPROMLLJKHNFFCH97CA,20,.43,共有部份,鋼筋混凝土造,87年4月7日,十四層,
RPROMLLJKHNFFCH97CA,20,10.45,共有部份,鋼筋混凝土造,87年4月7日,十四層,
RPROMLLJKHNFFCH97CA,20,4.61,見其他登記事項,鋼筋混凝土造,87年4月7日,十四層,
RPXNMLMKLHNFFCH78CA,,75.42,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,二層
RPXNMLMKLHNFFCH78CA,,42.94,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPXNMLMKLHNFFCH78CA,,13.85,見其他登記事項,鋼筋混凝土造,106年7月11日,十五層,
RPOOMLTJJHNFFCH38CA,39,112.42,住家用,加強磚造,67年11月9日,二層,一層 二層
RPTOMLSKJHNFFCH88CA,11,192.02,見其他登記事項,鋼筋混凝土造,95年9月20日,四層,一層 二層 三層 四層
RPTOMLSKJHNFFCH88CA,11,10.67,見其他登記事項,鋼筋混凝土造,96年1月12日,九層,
RPUNMLRKJHNFFCH78CA,13,172.81,見其他登記事項,鋼筋混凝土造,93年10月16日,四層,一層 二層 三層 四層
RPUOMLLKJHNFFCH28CA,3,112.69,見其他登記事項,鋼筋混凝土造,103年9月26日,十八層,十五層
RPUOMLLKJHNFFCH28CA,3,20.51,見其他登記事項,鋼筋混凝土造,103年9月26日,二十二層,
RPUOMLLKJHNFFCH28CA,3,29.96,見其他登記事項,鋼筋混凝土造,103年9月26日,十八層,
RPUOMLLKJHNFFCH28CA,3,3.76,見其他登記事項,鋼筋混凝土造,103年9月26日,二十二層,
RPUOMLLKJHNFFCH28CA,3,35.93,見其他登記事項,鋼筋混凝土造,103年9月26日,二十二層,
RPOOMLPJJHNFFCH97CA,22,74.42,住家用,鋼筋混凝土造,85年5月8日,六層,六層
RPOOMLPJJHNFFCH97CA,22,6.98,共有部份,鋼筋混凝土造,85年5月8日,六層,
RPOOMLPJJHNFFCH97CA,22,10.24,共有部份,鋼筋混凝土造,85年5月8日,六層,
RPSNMLQKJHNFFCH48CA,,87.12,見其他登記事項,鋼筋混凝土造,106年10月17日,十五層,十五層
RPSNMLQKJHNFFCH48CA,,73.44,見其他登記事項,鋼筋混凝土造,106年10月17日,十五層,
RPQOMLMKJHNFFBH87CA,13,78.85,住家用,鋼筋混凝土造,93年10月15日,十二層,六層
RPQOMLMKJHNFFBH87CA,13,.10,見其他登記事項,鋼筋混凝土造,93年10月15日,十一層,一層
RPQOMLMKJHNFFBH87CA,13,12.68,共有部分,鋼筋混凝土造,93年10月15日,十二層,
RPQOMLMKJHNFFBH87CA,13,15.78,共有部分,鋼筋混凝土造,93年10月15日,十二層,
RPQOMLMKJHNFFBH87CA,13,18.27,共有部分,鋼筋混凝土造,93年10月15日,十二層,
RPXSMLTJJHNFFBH96CA,12,169.56,住家用,鋼筋混凝土造,94年10月5日,三層,一層 二層 三層
RPVQMLKKJHNFFBH38CA,1,38.06,見其他登記事項,鋼筋混凝土造,105年7月1日,十五層,十層
RPVQMLKKJHNFFBH38CA,1,59.18,見其他登記事項,鋼筋混凝土造,105年7月1日,十五層,
RPUTMLTJJHNFFBH76CA,2,51.43,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,四層
RPUTMLTJJHNFFBH76CA,2,51.10,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,
RPRTMLTJJHNFFBH09CA,2,63.64,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,三層
RPRTMLTJJHNFFBH09CA,2,57.06,見其他登記事項,鋼筋混凝土造,104年12月30日,十五層,
RPQRMLSJJHNFFBH68CA,19,61.34,住家用,鋼筋混凝土造,87年10月23日,十五層,十五層
RPQRMLSJJHNFFBH68CA,19,14.98,共有部分,鋼筋混凝土造,87年10月23日,十五層,
RPQRMLSJJHNFFBH68CA,19,15.05,共有部分,鋼筋混凝土造,87年10月23日,十五層,
RPUPMLTJJHNFFBH98CA,7,60.72,住家用,鋼筋混凝土造,99年9月17日,十三層,二層
RPUPMLTJJHNFFBH98CA,7,59.43,見其他登記事項,鋼筋混凝土造,99年9月17日,十三層,
RPQPMLTJJHNFFBH58CA,2,88.45,見其他登記事項,鋼筋混凝土造,104年9月15日,十五層,二層
RPQPMLTJJHNFFBH58CA,2,68.58,見其他登記事項,鋼筋混凝土造,104年9月15日,十五層,
RPPQMLLKJHNFFBH87CA,10,220.57,住家用,鋼筋混凝土造,97年3月3日,四層,一層 二層 三層 四層
RPWNMLMKKHNFFCH58CA,22,167.23,住家用,鋼筋混凝土造,84年6月10日,三層,一層 二層 三層 屋頂突出物 夾層
RPWNMLMKKHNFFCH58CA,22,.32,見其他登記事項,鋼筋混凝土造,84年6月10日,二層,一層 二層
RPWNMLMKKHNFFCH58CA,22,5.60,見其他登記事項,鋼筋混凝土造,84年6月10日,五層,一層 二層 三層 四層 五層 地下層
RPVPMLSJJHNFFBH98CA,36,81.81,住家用,鋼筋混凝土造,71年4月6日,五層,五層
RPRRMLPJJHNFFBH48CA,4,29.61,見其他登記事項,鋼筋混凝土造,102年12月13日,十一層,十層
RPRRMLPJJHNFFBH48CA,4,11.51,見其他登記事項,鋼筋混凝土造,102年12月13日,十一層,
RPSNMLQLJHNFFBH48CA,,44.17,見其他登記事項,鋼筋混凝土造,106年9月22日,十四層,八層
RPSNMLQLJHNFFBH48CA,,43.89,見其他登記事項,鋼筋混凝土造,106年9月22日,十四層,
RPSNMLQLJHNFFBH48CA,,9.20,見其他登記事項,鋼筋混凝土造,106年9月22日,十四層,
RPUOMLSJJHNFFBH78CA,24,2.95,見其他登記事項,鋼筋混凝土造,83年2月3日,十五層,地下一層 地下二層
RPUOMLSJJHNFFBH78CA,24,60.88,住家用,鋼筋混凝土造,83年2月3日,十二層,四層
RPUOMLSJJHNFFBH78CA,24,6.47,共有部分,鋼筋混凝土造,83年2月3日,十二層,
RPUOMLSJJHNFFBH78CA,24,.15,共有部分,鋼筋混凝土造,83年2月3日,十五層,
RPUOMLSJJHNFFBH78CA,24,.15,共有部分,鋼筋混凝土造,83年2月3日,十五層,
RPXNMLQLJHNFFBH98CA,3,69.79,見其他登記事項,鋼筋混凝土造,104年3月12日,二十層,七層
RPXNMLQLJHNFFBH98CA,3,55.14,見其他登記事項,鋼筋混凝土造,104年3月12日,二十層,
RPXNMLQLJHNFFBH98CA,3,55.14,見其他登記事項,鋼筋混凝土造,104年3月12日,二十層,
RPXNMLQLJHNFFBH98CA,3,69.79,見其他登記事項,鋼筋混凝土造,104年3月12日,二十層,七層
RPRPMLTJJHNFFBH68CA,2,85.85,見其他登記事項,鋼筋混凝土造,104年9月15日,十五層,十一層
RPRPMLTJJHNFFBH68CA,2,96.43,見其他登記事項,鋼筋混凝土造,104年9月15日,十五層,
RPUPMLSKJHNFFBH98CA,13,225.04,見其他登記事項,鋼筋混凝土造,93年9月30日,五層,一層 二層 三層 四層 五層
RPORMLMLJHNFFBH08CA,36,358.50,住家用,鋼筋混凝土造,71年1月20日,三層,一層 二層 三層 騎樓 地下層
RPVOQLTLJHNFFBH96CA,4,300.59,見其他登記事項,鋼筋混凝土造,102年12月13日,四層,一層 二層 三層 四層 地下一層 見其他登記事項
RPVOQLTLJHNFFBH96CA,4,3.44,見其他登記事項,鋼筋混凝土造,102年12月13日,十一層,
RPVOQLTLJHNFFBH96CA,4,57.92,見其他登記事項,鋼筋混凝土造,102年12月13日,十一層,
RPVOMLQLJHNFFBH88CA,26,33.15,住家用,鋼筋混凝土造,80年8月15日,五層,五層
