¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,8.48,°Ó,,,1040908,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,124.2,2,1,1,¦³,¦³,¦³,25000,201,,0.0,0,,RPUNMLTKRHKFFCB09CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤G¬q346«Ñ1~30¸¹,5545.0,¦í,,,1040915,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031022,153.45999999999998,3,2,2,¦³,¦³,µL,23000,150,©Y¹D¥­­±,25.42,0,,RPQNMLKLRHKFFBB77CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦w©M¤@µó1~30¸¹,407.99,¦í,,,1040707,¤g¦a3«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030403,380.2,0,0,0,µL,µL,¦³,48000,126,,0.0,0,,RPVNMLLLRHKFFCB48CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦w©M¤@µó1~30¸¹,407.99,¦í,,,1040707,¤g¦a3«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030403,380.2,0,0,0,µL,µL,¦³,48000,126,,0.0,0,,RPWNMLLLRHKFFCB58CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¦è¦wµó277«Ñ1~30¸¹,0.0,¦í,,,1040831,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0670828,44.62,0,1,1,¦³,µL,µL,10000,224,,0.0,0,,RPUOMLLLRHKFFCB48CC
¤j¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¶®°Ï¤W·¬¨½¥Á¥Í¸ô¬q481~510¸¹,3140.2,¨ä¥L,,,1040915,¤g¦a5«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040331,1772.47,0,0,0,µL,µL,µL,360000,203,©Y¹D¥­­±,0.0,0,§t¤½¦@³]¬I«O¯d¦a¯²¸î,RPPNMLLLRHKFFFL56CC
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¤¤µØ¸ô¤@¬q121~150¸¹,1.49,¨ä¥L,,,1040901,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,19,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850520,33.74,1,0,1,¦³,¦³,¦³,5500,163,,0.0,0,,RPSNMLMLRHKFFAB18DC
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï¤¤¥¡¸ô¤@¬q1~30¸¹,218.0,¦í,,,1040919,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010110,264.73,2,0,2,¦³,µL,¦³,20000,76,,0.0,0,,RPQNMLMLRHKFFCL56DC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,9.74,¦í,,,1040910,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,97.52,2,2,1,¦³,¦³,¦³,35000,359,,0.0,0,,RPVNMLMLRHKFFCB58CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q91~120¸¹,79.2,°Ó,,,1040921,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0790502,132.13,4,1,4,¦³,µL,µL,33000,250,,0.0,0,,RPPOMLMLRHKFFCB08CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q131«Ñ61~90¸¹,17.6,¦í,,,1040824,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030704,125.35000000000001,2,2,2,¦³,¦³,¦³,23500,187,©Y¹D¾÷±ñ,18.99,0,¯²ª÷§tºÞ²z¶O¡C,RPQOMLMLRHKFFCB18CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¤¤¸ô¤@¬q181~210¸¹,13.12,¨ä¥L,,,1040824,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,29,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0990211,250.40999999999997,4,2,2,¦³,¦³,¦³,55000,220,©Y¹D¥­­±,21.58,0,¯²ª÷§tºÞ²z¶O¡C,RPXOMLMLRHKFFCB88CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q871~900¸¹,3.8,¦í,,,1040825,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,14,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951124,42.68,1,1,1,¦³,¦³,¦³,13000,305,,0.0,0,¯²ª÷§tºÞ²z¶O,RPTPMLMLRHKFFCB58CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô91~120¸¹,9.52,¦í,,,1040826,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,22,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971127,93.14999999999999,2,1,1,¦³,¦³,¦³,20000,215,,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPVPMLMLRHKFFCB78CC
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ïªe¥_¸ô¤G¬q1~30¸¹,0.0,¦í,,,1040902,¤g¦a0«Øª«1¨®¦ì1,¨£¨ä¥¦µn°O¨Æ¶µ,9,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0850520,273.81,3,3,3,¦³,¦³,µL,27000,99,©Y¹D¥­­±,0.0,0,,RPSOMLMLRHKFFBB28CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¿ñ¹ç¸ô541~570¸¹,86.0,¨ä¥L,,,1040916,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960905,270.38,3,2,4,¦³,µL,µL,40000,148,,0.0,0,¦Û106¦~10¤ë1¤é¯²ª÷½Õ¾ã¬°¨C¤ë40480¤¸¾ã¯²ª÷µ|¥~¥[,RPVPMLMLRHKFFBB68CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤s¦è¸ô¤T¬q211~240¸¹,25.75,¨ä¥L,,,1040830,¤g¦a1«Øª«1¨®¦ì1,¨£¨ä¥¦µn°O¨Æ¶µ,19,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031223,215.7,0,2,2,¦³,¦³,µL,75000,348,©Y¹D¥­­±,26.47,0,¸ô³q«á¤@¦~¦¸¤ë°_¯²ª÷½Õº¦10%,RPWPMLMLRHKFFBB78CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó¥­¸ô181~210¸¹,3.26,¦í,,,1040825,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,7,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0691202,18.92,1,0,1,¦³,¦³,¦³,4500,238,,0.0,0,,RPVQMLMLRHKFFBB78CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤­Åv¦è¸ô¤@¬q211~240¸¹,7.18,°Ó,,,1040825,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960123,158.70000000000002,3,2,2,¦³,¦³,¦³,26000,164,©Y¹D¾÷±ñ,13.36,0,,RPTOMLMLRHKFFAB28CC
¦è°Ï,«Øª«,»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q50«Ñ1~30¸¹,0.0,°Ó,,,1040824,¤g¦a0«Øª«1¨®¦ì0,¤Q¥|¼h,19,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840113,36.29,1,0,1,¦³,¦³,¦³,7500,207,,0.0,0,¯²ª÷§tºÞ²z¶O¡C¤g¦a­±¿nµLªk©îºâ¡A¬G¤£¶ñ¡C,RPOPMLMLRHKFFAB87CC
«n°Ï,«Øª«,»O¤¤¥««n°Ï´_¿³¸ô¤G¬q15«Ñ1~30¸¹,0.0,¦í,,,1040825,¤g¦a0«Øª«0¨®¦ì0,¤T¼h,4,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780812,25.21,1,0,1,¦³,µL,¦³,6300,250,,0.0,0,¯²ª÷§t²Ä¥|¥x¤Îºô¸ô¡C¬°¤À¯²®M©Ð¡AµLªk­pºâ¨ä¤g¦a­±¿n¡C,RPPPMLMLRHKFFAB97CC
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¤Q¥þµó1~30¸¹,99.35,¦í,,,1040919,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,3,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850611,156.24,4,3,3,¦³,µL,µL,25000,160,,0.0,0,«Øª«22000.Àç·~µn°O3000,RPVNMLNLRHKFFAB48CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W¸ô¤@¬q17«Ñ1§Ë1~30¸¹,19.59,¦í,,,1040915,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0810918,112.18,0,0,0,µL,µL,µL,25000,223,,0.0,0,,RPXNMLNLRHKFFAB68CC
«n°Ï,«Øª«,»O¤¤¥««n°Ï¤u¾Ç¸ô126«Ñ1~30¸¹,0.0,,,,1040921,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,17,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0841130,123.83,1,2,2,¦³,µL,µL,10000,81,,0.0,0,1¼Ó+2¼Ó ¼Ó©±,RPPOMLNLRHKFFAB97CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï»OÆW¤j¹D¤G¬q541~570¸¹,21.07,¦í,,,1040921,¤g¦a7«Øª«1¨®¦ì0,¤Q¼h,12,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0780203,197.26,3,0,1,¦³,¦³,µL,28520,145,,0.0,0,,RPQOMLNLRHKFFAB08CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q151~180¸¹,6.97,¦í,,,1040921,¤g¦a1«Øª«1¨®¦ì1,¤Q¤C¼h,17,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990909,104.85,1,1,1,¦³,¦³,¦³,19000,181,©Y¹D¥­­±,0.0,0,,RPVNMLNLRHKFFBB58CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¤Gµó31~60¸¹,109.35,¦í,,,1040923,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020502,49.41,0,0,0,µL,µL,µL,30000,607,¤@¼Ó¥­­±,0.0,0,,RPXNMLNLRHKFFBB78CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤G¬q841~870¸¹,17.25,¦í,,,1040921,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001228,206.04,4,2,2,¦³,¦³,¦³,40000,194,©Y¹D¥­­±,49.9,0,,RPOOMLNLRHKFFCB08CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô61~90¸¹,13.22,¦í,,,1040901,¤g¦a0«Øª«1¨®¦ì0,¤Q¤»¼h,22,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971127,146.54,3,2,2,¦³,µL,¦³,25000,171,,0.0,0,,RPUOMLNLRHKFFCB68CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,8.57,°Ó,,,1040827,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,122.67,2,1,2,¦³,¦³,¦³,25000,204,©Y¹D¥­­±,0.0,0,§t¨®¦ì¤ÎºÞ²z¶O,RPPPMLNLRHKFFCB28CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¦è¦wµó181~210¸¹,0.0,¦í,,,1040831,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1000429,18.53,0,0,0,µL,¦³,µL,10000,540,,0.0,0,,RPRPMLNLRHKFFCB48CC
¼æ¤l°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¼æ¤l°Ï·s¿³¸ô¤@¬q82«Ñ9§Ë1~30¸¹,91.19,¨ä¥L,,,1040919,¤g¦a4«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031211,210.37,5,3,4,¦³,¦³,µL,34000,162,,0.0,0,,RPXNMLNLRHKFFFL57CC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°ÏÂ×ªF¸ô541~570¸¹,129.15,¤u,,,1040919,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í¤u¥Î,¥[±j¿j³y,0761220,129.15,1,0,2,¦³,µL,µL,26000,201,,0.0,0,©Ó¯²¤g¦a¤@¼Ó³¡¤À¥ª°¼¡A­±¿n¬ù¨Ï¥Î1/2¡C,RPSNMLNLRHKFFAL56CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤å¤ß¸ô¥|¬q181~210¸¹,6.88,¦í,,,1040923,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,21,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0841208,99.6,3,2,2,¦³,¦³,¦³,17000,171,©Y¹D¾÷±ñ,0.0,0,¯²ª÷§tºÞ²z¶O,RPPOMLNLRHKFFBB18DC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï­^¤~¸ô211~240¸¹,6.42,¦í,,,1040909,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,8,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830907,42.71,1,1,1,¦³,¦³,¦³,6500,152,,0.0,0,,RPUOMLOLRHKFFBB78DC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï½Ã¹D¸ô211~240¸¹,6.6,¦í,,,1040831,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790621,40.45,1,1,1,¦³,µL,¦³,7000,173,,0.0,0,,RPWOMLOLRHKFFBB98DC
²M¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«²M¤ô°Ï¥Á±Ú¸ô¤G¬q151~180¸¹,76.0,¦í,,,1040920,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,4,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1000322,245.23,5,2,4,¦³,µL,µL,20000,82,,0.0,0,,RPWNMLOLRHKFFCL27CC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¤ô·½¸ô611«Ñ1~30¸¹,890.25,¨ä¥L,,,1040915,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,2,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0701218,100.41,2,1,1,¦³,µL,¦³,11000,110,,0.0,0,,RPTNMLOLRHKFFAL76CC
¯«©£°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¯«©£°Ï©÷¥­¸ô¤­¬q193«Ñ1~30¸¹,1857.0,¨ä¥L,,,1040916,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,2,­Ü®w,¹AªÙ,¿ûµ¬²V¾®¤g³y,0880512,399.05,1,1,1,¦³,µL,µL,60000,,,0.0,0,,RPVNMLOLRHKFFAL96CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,7.84,°Ó,,,1040921,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,84.86,2,1,2,¦³,¦³,¦³,22000,259,,0.0,0,,RPRNMLOLRHKFFCB38CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤G¸ô1~30¸¹,0.0,¦í,,,1040909,¤g¦a0«Øª«1¨®¦ì2,¤C¼h,27,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0981019,369.70000000000005,4,2,3,¦³,¦³,¦³,79000,214,©Y¹D¥­­±,56.0,0,§tµ|ª÷¤ÎºÞ²z¶O,RPOOMLOLRHKFFCB18CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q151~180¸¹,0.0,¨ä¥L,,,1040911,¤g¦a0«Øª«1¨®¦ì1,¤Q¤»¼h,21,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031119,133.66,3,2,2,¦³,¦³,¦³,30000,224,©Y¹D¥­­±,39.74,0,§tµ|ª÷¤ÎºÞ²z¶O,RPROMLOLRHKFFCB48CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï´f¥Á¸ô1~30¸¹,0.0,¨ä¥L,,,1040901,¤g¦a0«Øª«1¨®¦ì1,¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940712,534.45,6,2,4,¦³,¦³,¦³,120000,225,©Y¹D¥­­±,26.48,0,¯²¸î´Á¬°¥|¤Ñ,RPOPMLOLRHKFFCB28CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q1~30¸¹,30.35,¦í,,,1040828,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710727,128.52,3,2,2,¦³,µL,¦³,7000,54,,0.0,0,,RPPPMLOLRHKFFCB38CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q131«Ñ61~90¸¹,27.81,¦í,,,1040830,¤g¦a1«Øª«1¨®¦ì2,¤K¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021105,209.48000000000002,4,2,2,¦³,¦³,¦³,36000,172,©Y¹D¥­­±,69.88,0,¯²ª÷§tºÞ²z¶O¤ÎÁÙ¦³¤@­Ó¾÷¨®¦ì¡C,RPSPMLOLRHKFFCB68CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q297¤§8«Ñ61~90¸¹,16.58,¦í,,,1040827,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830315,133.87,3,2,2,¦³,¦³,¦³,15000,112,©Y¹D¾÷±ñ,0.0,0,,RPXPMLOLRHKFFCB56CC
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤»¸ô361~390¸¹,0.0,,,,1040901,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,1,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0990917,93.97,1,1,1,¦³,µL,¦³,15306,163,,0.0,0,,RPVOMLOLRHKFFBB78CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¸k»·¸ô¤G¬q121~150¸¹,107.0,¦í,,,1040907,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,4,©±­±(©±¾Q),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0751229,314.23,0,0,0,µL,µL,µL,28000,89,,0.0,0,,RPQQMLOLRHKFFBB48CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¼Ö¸sµó1~30¸¹,315.0,¦í,,,1040923,¤g¦a4«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0610207,279.89,0,0,0,µL,µL,¦³,32000,114,,0.0,0,,RPVNMLOLRHKFFAB58CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤¤µØ¸ô¤@¬q1~30¸¹,2.6,°Ó,,,1040827,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,22,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850119,43.93,1,0,1,¦³,¦³,¦³,5800,132,,0.0,0,,RPWOMLOLRHKFFAB78CC
¦è°Ï,«Øª«,»O¤¤¥«¦è°Ï¤é·sµó1~30¸¹,0.0,¦í,,,1040826,¤g¦a0«Øª«0¨®¦ì0,¤­¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1001201,13.8,1,0,1,¦³,¦³,¦³,6000,435,,0.0,0,¤À¯²®M©Ð¡A¬GµLªk©îºâ¤g¦a­±¿n¡C,RPQPMLOLRHKFFAB28CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï±ö¤t¦è¸ô¤@¬q1~30¸¹,916.0,¦í,,,1040904,¤g¦a4«Øª«2¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0770912,1122.53,0,0,0,µL,µL,µL,200000,178,,0.0,0,²Ä1-8¤ë¬°¸Ë­×´Á¡A9-36¤ë¨C¤ë¯²ª÷·s¥x¹ô20¸U¤¸¾ã¡A37-72¤ë¨C¤ë¯²ª÷·s¥x¹ô34¸U¤¸¾ã¡A73-120¤ë¨C¤ë¯²ª÷·s¥x¹ô46¸U¤¸¾ã¡C,RPSPMLOLRHKFFAB48CC
