¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¤å¤Æ¸ô91~120¸¹,97.5,¦í,,,1050316,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0970101,280.42,0,0,4,¦³,µL,µL,58000,207,,0.0,0,,RPQNMLLLLHLFFGE18CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï»ñªL¸ô61~90¸¹,113.0,¦í,,,1050227,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0921005,71.92,1,1,1,¦³,µL,µL,20000,278,,0.0,0,,RPSNMLLLLHLFFGE38CC
¾ôÀY°Ï,«Øª«,°ª¶¯¥«¾ôÀY°Ï¦¨¥\¥_¸ô61~90¸¹,154.82,¦í,,,1050315,¤g¦a0«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0810820,41.83,0,0,0,µL,µL,µL,10000,239,,0.0,0,2F~4F°¼Àð¼s§i¥X¯²,RPVNMLLLLHLFFFE58CC
ªü½¬°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ªü½¬°Ï¦¨¥\µó148«Ñ1~30¸¹,132.0,¦í,,,1050318,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040121,226.19,5,3,5,¦³,µL,µL,13000,57,,0.0,0,,RPUNMLMLLHLFFJE98CC
ªü½¬°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«ªü½¬°Ï¦¨¥\µó148«Ñ1~30¸¹,132.0,¦í,,,1050318,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040121,226.19,5,3,5,¦³,µL,µL,13000,57,,0.0,0,,RPVNMLMLLHLFFJE09CC
¥ªÀç°Ï,«Øª«,°ª¶¯¥«¥ªÀç°Ï·sÉÜ¥J¸ô31~60¸¹,0.0,¦í,,,1050311,¤g¦a0«Øª«0¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0860203,25.0,1,0,1,¦³,µL,¦³,6000,240,,0.0,0,³z¤Ñ«¬¤À¯²®M©Ð¡C,RPQNMLMLLHLFFEE08CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤G¸t¤G¸ô271~300¸¹,155.0,¦í,,,1050321,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,4,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0660820,103.61,0,0,0,µL,µL,µL,28000,270,,0.0,0,,RPTNMLMLLHLFFCE18CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·ç¥_¸ô151~180¸¹,78.0,¦í,,,1050322,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¥[±j¿j³y,0640701,162.03,0,0,0,µL,µL,µL,30000,185,,0.0,0,,RPVNMLMLLHLFFCE38CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¥úµØ¤@¸ô181~210¸¹,0.0,°Ó,,,1050317,¤g¦a0«Øª«1¨®¦ì0,¤Q¼h,25,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0810629,76.64,0,0,0,µL,¦³,¦³,8300,108,,0.0,0,,RPTNMLMLLHLFFBE08CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥Á¨Éµó61~90¸¹,143.0,¦í,,,1050322,¤g¦a2«Øª«2¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0560204,212.27,0,0,0,µL,µL,µL,55000,259,,0.0,0,,RPWNMLMLLHLFFBE38CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¦Û±j¤T¸ô53«Ñ61~90¸¹,0.0,°Ó,,,1050317,¤g¦a0«Øª«1¨®¦ì0,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0780603,143.38,3,2,1,¦³,¦³,¦³,10000,70,,0.0,0,,RPRNMLNLLHLFFBE97CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¥|ºû¥|¸ô151~180¸¹,0.0,°Ó,,,1050314,¤g¦a0«Øª«1¨®¦ì0,¤Q¤@¼h,12,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0790418,96.78,0,0,0,µL,¦³,µL,11000,114,,0.0,0,,RPWNMLNLLHLFFBE48CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¤­Åvµó121~150¸¹,32.0,¦í,,,1050322,¤g¦a1«Øª«2¨®¦ì0,¤@¼h,15,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0990504,281.7,0,0,0,µL,µL,¦³,57000,202,,0.0,0,,RPQOMLNLLHLFFBE97CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô181~210¸¹,20.03,°Ó,,,1050316,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,29,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030715,332.02,4,2,3,¦³,¦³,¦³,70000,211,,0.0,0,,RPTNMLNLLHLFFCE28CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°ÏÀs³Ó¸ô91~120¸¹,0.0,,,,1050315,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950126,173.28,4,2,2,¦³,¦³,µL,25000,144,,0.0,0,§tºÞ²z¶O2.5¸U,RPPOMLNLLHLFFAE77CC
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï·ç·½¸ô181~210¸¹,23.55,°Ó,,,1050322,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0700523,108.44,0,0,0,µL,µL,µL,20000,184,,0.0,0,,RPQOMLNLLHLFFAE87CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï¬ü³NªF¥|¸ô331~360¸¹,0.0,°Ó,,,1050310,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,15,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0941006,285.7,0,2,2,¦³,¦³,µL,80000,280,,0.0,0,,RPSOMLNLLHLFFAE08CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ï«Ø°ê¤T¸ô271~300¸¹,0.0,°Ó,,,1050322,¤g¦a0«Øª«1¨®¦ì0,¤T¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0831101,77.42,1,1,1,¦³,¦³,¦³,7350,95,,0.0,0,¯²ª÷§t¤ô¶O.ªþ®a¨ã®a¹qºô¸ô²Ä¥|¥x,RPUNMLNLLHLFFDE48CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ïª×Às¸ô61~90¸¹,72.21,¦í,,,1050323,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,11,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0771026,98.4,0,0,0,¦³,µL,µL,30000,305,,0.0,0,,RPVNMLNLLHLFFDE58CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¹©¤O¸ô301~330¸¹,69.0,¦í,,,1050309,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0660528,140.91,0,0,0,µL,µL,¦³,30000,213,,0.0,0,,RPQOMLNLLHLFFDE18CC
©£¤s°Ï,«Øª«,°ª¶¯¥«©£¤s°Ï©£¤s¸ô269«Ñ31~60¸¹,57.42,°Ó,,,1050320,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0661125,38.13,6,0,4,¦³,µL,¦³,3000,79,,0.0,0,¶®©Ð,RPUNMLNLLHLFFFE68CC
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï©£¤s¸ô511~540¸¹,8.08,¦í,,,1050315,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841118,119.72,5,1,2,¦³,¦³,¦³,11000,92,,0.0,0,,RPSOMLNLLHLFFFE58CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°ÏÀØ¤sµó31~60¸¹,30.8,¦í,,,1050323,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,7,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840919,107.97,2,2,2,¦³,¦³,µL,33000,306,,0.0,0,,RPOQMLNLLHLFFGE48CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¥ú´_¸ô61~90¸¹,45.0,°Ó,,,1050323,¤g¦a2«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,3,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0660801,100.62,2,3,3,¦³,µL,µL,18000,179,,0.0,0,,RPSNMLOLLHLFFGE68CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°ÏºÖ¦w¤@¸ô67«Ñ1~30¸¹,62.0,¦í,,,1050315,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0590302,91.3,0,0,0,µL,µL,µL,11000,120,,0.0,0,,RPVNMLOLLHLFFGE98CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô1~30¸¹,0.0,°Ó,,,1050308,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,14,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0710705,624.09,0,0,0,µL,µL,¦³,106000,170,,0.0,0,,RPRNMLOLLHLFFDE28CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°ÏÄ±¥Á¸ô285«Ñ1~30¸¹,10.01,¦í,,,1050324,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040813,100.36,2,2,1,¦³,µL,¦³,18000,179,©Y¹D¥­­±,0.0,0,,RPUNMLOLLHLFFDE58CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï³Í±Û¤T¸ô271~300¸¹,0.0,¦í,,,1050306,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0680509,77.88,3,2,2,¦³,µL,¦³,8000,103,,0.0,0,,RPVNMLOLLHLFFCE58CC
­d¶®°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¤¤¥¿¤G¸ô211~240¸¹,0.0,,,,1050308,¤g¦a0«Øª«0¨®¦ì0,¤K¼h,13,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0870714,305.75,0,0,0,µL,¦³,µL,34330,112,,0.0,0,,RPVNMLOLLHLFFBE48CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050324,¤g¦a0«Øª«1¨®¦ì0,¤Q¼h,35,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860421,94.71,2,2,1,¦³,¦³,¦³,10000,106,,0.0,0,,RPUNMLPLLHLFFBE48CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050323,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,µL,2000,,©Y¹D¥­­±,14.65,2000,,RPWNMLPLLHLFFBE68CC
­d¶®°Ï,¨®¦ì,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,0.0,°Ó,,,1050323,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,¦³,1700,,©Y¹D¥­­±,12.65,1700,,RPXNMLPLLHLFFBE78CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¤T¦h¥|¸ô91~120¸¹,0.0,°Ó,,,1050311,¤g¦a0«Øª«1¨®¦ì0,¤G¼h,25,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿û°©²V¾®¤g³y,0811230,382.02000000000004,0,0,0,µL,¦³,µL,45000,118,,0.0,0,,RPQOMLPLLHLFFBE18CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤T¦h¤T¸ô151~180¸¹,58.5,°Ó,,,1050309,¤g¦a1«Øª«2¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,4,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0640505,213.34,0,0,0,µL,µL,µL,100000,469,,0.0,0,,RPXNMLPLLHLFFCE88CC
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï§»¥­¸ô31~60¸¹,34.04,¦í,,,1050309,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,12,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0831111,143.46,4,2,3,¦³,µL,¦³,18000,125,,0.0,0,,RPPOMLPLLHLFFCE18CC
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤»¦X¤G¸ô151~180¸¹,53.67,°Ó,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,12,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0801017,669.95,0,0,2,¦³,µL,¦³,50000,75,,0.0,0,,RPSNMLPLLHLFFAE18CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï«n«Ì¸ô481~510¸¹,0.0,°Ó,,,1050309,¤g¦a0«Øª«2¨®¦ì0,¤@¼h,21,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0880729,335.46000000000004,0,2,0,¦³,¦³,µL,180000,537,,0.0,0,,RPVOMLPLLHLFFAE58CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï¸Î¸Û¸ô1051~1080¸¹,0.0,°Ó,,,1050307,¤g¦a0«Øª«2¨®¦ì0,¤@¼h,13,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0950407,261.32,0,0,0,µL,¦³,µL,250000,957,,0.0,0,¯²ª÷(§t):²Ä1-2¦~¨C¤ë25¸U.²Ä3-4¦~¨C¤ë26¸U.²Ä5-6¦~¨C¤ë27¸U.²Ä7-8¦~¨C¤ë28¸U.,RPWOMLPLLHLFFAE68CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ïª×Às¸ô54«Ñ31~60¸¹,26.84,¦í,,,1050323,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0720816,93.49,3,2,2,¦³,µL,¦³,10000,107,,0.0,0,,RPQOMLPLLHLFFDE38CC
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°Ï¤¤¤s¥_¸ô121~150¸¹,232.0,¨ä¥L,,,1050325,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,1,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030521,52.96,0,0,0,µL,µL,µL,100000,1888,,0.0,0,,RPUNMLPLLHLFFFE88CC
ªL¶é°Ï,¤g¦a,¼æÀY¬q3241~3270¦a¸¹,341.0,¹A,,,1050317,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,25000,73,,0.0,0,¦a¤W¦³¼t©Ð,RPPOMLPLLHLFFLE09CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤¤±eµó151~180¸¹,106.0,¦í,,,1050326,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0770112,458.03,5,2,4,¦³,µL,¦³,28000,61,,0.0,0,,RPPNMLQLLHLFFDE28CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¦Û«j¸ô151~180¸¹,30.65,¦í,,,1050226,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960410,236.13,4,2,2,¦³,¦³,¦³,29000,123,©Y¹D¥­­±,23.24,0,¤@¤á¡A¨â­ÓªùµP,RPRNMLQLLHLFFEE58CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï¤j¶¶¤@¸ô977«Ñ1~30¸¹,0.0,¦í,,,1050325,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,4,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0600213,65.02,3,2,1,¦³,µL,¦³,10000,154,,0.0,0,,RPPNMLQLLHLFFAE97CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô1~30¸¹,7.38,°Ó,,,1050323,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,28,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0870714,183.38,0,0,0,µL,¦³,µL,26000,142,©Y¹D¥­­±,16.76,0,,RPUNMLQLLHLFFCE68CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°ÏªZ¼q¸ô91~120¸¹,9.06,°Ó,,,1050324,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030127,97.06,2,2,1,¦³,µL,¦³,22700,234,,0.0,0,,RPPNMLQLLHLFFBE08CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j©÷¤G¸ô91~120¸¹,16.39,¦í,,,1050320,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,15,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0940613,165.4,0,2,1,¦³,¦³,µL,36000,218,,0.0,0,¯²ª÷§tºÞ²z¶O¤Îµ|ª÷,RPPNMLRLLHLFFDE38CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏªQ¦¿µó391~420¸¹,25.49,°Ó,,,1050324,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0741011,107.92,3,1,2,¦³,µL,µL,17000,158,,0.0,0,¬°¤½´J1+§¨¼h©±­±¡F1¼Ó°µÀç·~(©±­±)¨Ï¥Î,RPVNMLSLLHLFFDE09CC
©£¤s°Ï,¤g¦a,ŽÛ¤l¬q2011~2040¦a¸¹,2488.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1050321,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,21000,8,,0.0,0,,RPVNMLSLLHLFFFE66CC
¤¯ªZ°Ï,¤g¦a,·s¨ª¤s¬q121~150¦a¸¹,199.92,¦í,,,1050319,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,¦³,50000,250,,0.0,0,¹w­p¿³«Ø¦a¤W¤@¼h©Ð«ÎÁ`«Ø©W¬ù48©W,RPWNMLSLLHLFFIE07CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¦Û¥Ñ¸ô181~210¸¹,107.0,¦í,,,1050324,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,3,©±­±(©±¾Q),¦í°Ó¥Î,¥[±j¿j³y,0611112,218.54,0,0,0,µL,µL,µL,10000,46,,0.0,0,,RPRNMLSLLHLFFGE98CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï«C¦~¤G¸ô181~210¸¹,0.0,°Ó,,,1050315,¤g¦a0«Øª«1¨®¦ì0,¤G¼h,12,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0781215,270.13,0,0,0,µL,¦³,µL,18000,67,,0.0,0,105.05.01~108.04.30 ¨C¤ë18000¤¸108.05.01~110.04.30 ¨C¤ë19000¤¸,RPVNMLSLLHLFFBE88CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï«C¦~¤G¸ô181~210¸¹,0.0,°Ó,,,1050315,¤g¦a0«Øª«1¨®¦ì0,¤G¼h,12,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0781215,231.7,0,0,0,µL,¦³,µL,15000,65,,0.0,0,105.05.01~108.04.30 ¨C¤ë15000¤¸108.05.01~110.04.30 ¨C¤ë15650¤¸,RPWNMLSLLHLFFBE98CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï·s¥ú¸ô62«Ñ1~30¸¹,4.01,°Ó,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,35,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860421,94.0,2,2,1,¦³,¦³,¦³,10000,106,,0.0,0,,RPOOMLSLLHLFFBE28CC
·s¿³°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¤¤¤s¤@¸ô91~120¸¹,0.0,°Ó,,,1050324,¤g¦a0«Øª«1¨®¦ì0,¤E¼h,10,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0651124,39.17,0,0,0,µL,¦³,µL,6500,166,,0.0,0,,RPPOMLSLLHLFFBE38CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¤¤¥¿¤@¸ô301~330¸¹,0.0,°Ó,,,1050323,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,12,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0800722,226.66000000000003,0,0,0,µL,¦³,µL,22000,97,,0.0,0,,RPQOMLSLLHLFFBE48CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô31~60¸¹,0.0,°Ó,,,1050325,¤g¦a0«Øª«1¨®¦ì0,¤G¤Q¤T¼h,42,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0810725,236.37,0,0,0,µL,¦³,µL,36000,152,,0.0,0,,RPSOMLSLLHLFFBE68CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤¤s¤G¸ô181~210¸¹,5.94,°Ó,,,1050310,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000125,76.97,1,1,1,¦³,µL,¦³,20000,260,,0.0,0,,RPVNMLSLLHLFFCE98CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·s¥ú¸ô1~30¸¹,2.59,¦í,,,1050307,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,39,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880209,74.43,2,2,1,¦³,µL,¦³,12000,161,,0.0,0,,RPOOMLSLLHLFFCE38CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤åªLµó121~150¸¹,6.35,¦í,,,1050312,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¤G¼h,37,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880209,172.13,4,2,3,¦³,¦³,¦³,18338,107,,0.0,0,,RPPOMLSLLHLFFCE48CC
